source_year,rank,list_title,title,author,average_rating,ratings_count,reviews_count,description,genres,pages,published_date,language,publisher,isbn,edition_count,book_url,image_url,source
1924,,,Poirot investigates,Agatha Christie,4.3333335,18.0,,,"Hercule Poirot (Fictitious character), Private investigators, Chief Inspector Japp (Fictitious character), Belgians, English Detective and mystery stories, Detective and mystery stories, Fiction, Captain Hastings (Fictitious character), English Short stories, Historical Fiction",,1924,"ger, eng, spa, ita, dut, chi, fre","Blurb, Dodd, and Mead and company, Dover Publications, Incorporated, Warbler Classics, HarperCollins Publishers",1774378612,216,https://openlibrary.org/works/OL471940W,https://covers.openlibrary.org/b/id/13670505-M.jpg,Open Library API
1924,,,Мы,Евгений Иванович Замятин,3.9787233,47.0,,,"Literature: Texts, Untranslated Fiction - General, Literature - Classics / Criticism, Literary Criticism, Russian & Former Soviet Union, Fiction, science fiction, general, Fiction, dystopian, Classic Literature, Fiction, Science Fiction",,1924,"eng, pol, spa, est, chi, rus, fre, srp","Ediciones Lea, Viking Press, Akal, Facsimile Publisher, Bristol Classical Press",9780143136293,210,https://openlibrary.org/works/OL10215W,https://covers.openlibrary.org/b/id/5484189-M.jpg,Open Library API
1924,,,Der Zauberberg,Thomas Mann,4.230769,13.0,,,"Fiction, Sanatoriums, German fiction, Translations into English, Philosophy, Civilization, Special Hospitals, Fictional Works, Tuberculosis, Continental european fiction (fictional works by one author)",,1924,"yid, fre, eng, spa, ger, rus","Vintage, n/a, Fischer Verlag, Kessinger Publishing, Plaza & Janes",2213016119,188,https://openlibrary.org/works/OL14866824W,https://covers.openlibrary.org/b/id/2056242-M.jpg,Open Library API
1924,,,The Boxcar Children,Gertrude Chandler Warner,4.205128,39.0,,,"Orphans, juvenile fiction, brothers and sisters, railroad cars, detective and mystery stories, mystery and detective stories, Detective and mystery fiction, fiction, juvenile works, juvenile audience",,1924,"spa, eng","Listening Library (Audio), Amereon Ltd, Albert Whitman, Otbebookpublishing, E-Kitap Projesi & Cheapest Books",0833529382,87,https://openlibrary.org/works/OL24656586W,https://covers.openlibrary.org/b/id/11349395-M.jpg,Open Library API
1924,,,A Passage to India,E. M. Forster,3.5,16.0,,,"Fiction, Race relations, British, Social conditions, Culture conflict, Novela, Británicos, Relaciones raciales, open_syllabus_project, Briten",,1924,"kan, tur, per, fre, heb, eng, spa, ger, dan, jpn, ita","Gyldendal, Marshall Cavendish, Harourt Brace & Comany, Penguin Books, Limited, Cliff's notes",9781444728811,220,https://openlibrary.org/works/OL88809W,https://covers.openlibrary.org/b/id/1921995-M.jpg,Open Library API
1924,,,Brood of the Witch-Queen,Sax Rohmer,4.6,5.0,,,"Fantasy, Fiction, Horror, Witches, Magic, Ancient Egypt, Fiction, horror, Fiction, thrillers, suspense, Fiction, fantasy, general, Fiction, occult & supernatural",,1924,eng,"Kessinger Publishing, House of Stratus Ltd, Wildside Press, Lulu Press, Inc., Doubleday, Page",1985805111,194,https://openlibrary.org/works/OL2288676W,https://covers.openlibrary.org/b/id/2011286-M.jpg,Open Library API
1924,,,By the Shores of Silver Lake,Laura Ingalls Wilder,4.0,24.0,,,"Juvenile fiction, Frontier and pioneer life, Family life, Fiction, Newbery Honor, Families, Family, Children's fiction, Frontier and pioneer life, fiction, Family life, fiction",,1924,"spa, eng, pol, chi, heb, fre, ger","Harper & Row, Ueberreuter, Library Reproduction Services, Independently Published, Turtleback",9783764150938,62,https://openlibrary.org/works/OL1719790W,https://covers.openlibrary.org/b/id/30789-M.jpg,Open Library API
1924,,,The king of Elfland's daughter,Lord Dunsany,3.75,4.0,,,"Fiction, general, Fantasy fiction, Fiction, fantasy, general, English Fantasy fiction, Children's stories, English",,1924,"heb, eng, por, und","MILLENIUM, Dover Publications, Incorporated, Warbler Press, Del Rey, Dover Publications",9798572205367,84,https://openlibrary.org/works/OL83871W,https://covers.openlibrary.org/b/id/6699209-M.jpg,Open Library API
1924,,,The Hero and the Crown,Robin McKinley,4.1,10.0,,,"Fantasy, Fiction, Newbery Medal, Family, Action & Adventure, Newbery Medal Book, JUVENILE FICTION, Fantasy & Magic, Women heroes, Tomboys",,1924,eng,"HarperCollins Publishers, Paw Prints 2008-08-11, Bound to Stay Bound Books, Open Road Integrated Media, Inc., WILLIAM MORROW",0441013058,36,https://openlibrary.org/works/OL109414W,https://covers.openlibrary.org/b/id/6987328-M.jpg,Open Library API
1925,,,Mrs. Dalloway,Virginia Woolf,3.64,50.0,,,"Fiction, Married women, Married women in fiction, Regret, Suicide victims in fiction, Middle-aged women, First loves, Parties in fiction, Suicide victims, First loves in fiction",,1925,"ger, heb, spa, cat, hun, slv, dut, srp, eng, swe, por, chi, dan, hrv, nor, cze, ita, fin, fre","Alianza Editorial Sa, Cosimo, Inc., Chatto and Windus, Chivers North America, RBA.",1954525001,476,https://openlibrary.org/works/OL39349W,https://covers.openlibrary.org/b/id/6397580-M.jpg,Open Library API
1925,,,The Secret of Chimneys,Agatha Christie,4.368421,19.0,,,"Fiction, Mystery, Superintendent Battle (Fictitious character), English Detective and mystery stories, Murder, Investigation, Conspiracies, Manors, Detective and mystery stories, Fiction, mystery & detective, traditional",,1925,"ger, eng, spa, ita, fre","Warbler Classics, A. Mondadori, HarperCollins Publishers, Harper Collins UK, Digireads.com Publishing",1515447324,121,https://openlibrary.org/works/OL472542W,https://covers.openlibrary.org/b/id/12996574-M.jpg,Open Library API
1925,,,Lady Susan,Jane Austen,3.1818182,11.0,,,"Fiction, Facsimiles, Mate selection, English Manuscripts, Mothers and daughters, Widows, Manuscripts, Great britain, fiction, Fiction, general, Fiction, romance, general",,1925,"fre, pol, ger, spa, por, eng","tredition Verlag, Quiet Vision Pub, Nrdica Libros, Nórdica Libros, Createspace Independent Publishing Platform",109550830X,600,https://openlibrary.org/works/OL66614W,https://covers.openlibrary.org/b/id/12641526-M.jpg,Open Library API
1925,,,The talisman,"Stephen King, Peter Straub",4.0833335,12.0,,,"Fantastique, Romans, Talismans, Mothers and sons, Fiction, Quests (Expeditions), Boys, Fantasy, Horror, Fantasy fiction",,1925,"tur, heb, spa, fre, ger, eng, rus, por, chi","Bt Bound, Scribner, Plaza & Janes Editories, S.A., Laffont, R. Laffont",9789877256307,65,https://openlibrary.org/works/OL81599W,https://covers.openlibrary.org/b/id/14651566-M.jpg,Open Library API
1925,,,The House at Pooh Corner,A. A. Milne,4.3809524,21.0,,,"fiction, children's stories, toys, stuffed animals, teddy bears, bears, mules, donkeys, friendship, Juguetes",,1925,"eng, jpn, und, spa, pol, ger, lat","Methuen Children's Books, Listening Library, BBC Books, Caedmon, Listen for Pleasure",3791535064,87,https://openlibrary.org/works/OL476471W,https://covers.openlibrary.org/b/id/8743133-M.jpg,Open Library API
1925,,,The house without a key,Earl Derr Biggers,3.625,16.0,,,"Fiction, Charlie Chan (Fictitious character), Police, Fiction, mystery & detective, general, Hawaii, fiction, Chan, charlie (fictitious character), fiction, Fiction, mystery & detective, traditional, Fiction, mystery & detective, international crime & mystery, Fiction, mystery & detective, hard-boiled, Fiction, mystery & detective, police procedural",,1925,"eng, fre","Bibliotech Press, Echo Library, Standard Ebooks, Amereon Limited, Buccaneer Books Inc",9798480333398,181,https://openlibrary.org/works/OL6438827W,https://covers.openlibrary.org/b/id/1759662-M.jpg,Open Library API
1925,,,11/22/63,Stephen King,4.115044,113.0,,,"Assassination, Time travel, Fiction, Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Fiction, alternative history",,1925,"dut, heb, ita, spa, por, eng, rus, fre, chi","Simon Schuster, Scribner, Astrel', M, Large Print Press, Thorndike Press",030795143X,49,https://openlibrary.org/works/OL16002468W,https://covers.openlibrary.org/b/id/10713447-M.jpg,Open Library API
1925,,,The Mist,Stephen King,4.5555553,9.0,,,"Horror novel, thunderstorms, mist, supermarkets, suicide, baggers, tentacles, pharmacies, prophecies, end times",,1925,"spa, eng","Simon & Schuster Audio, Hodder Education Group, Grijalbo, Orbi Fabbri, Scribner",9788447333165,20,https://openlibrary.org/works/OL149144W,https://covers.openlibrary.org/b/id/9330636-M.jpg,Open Library API
1925,,,The Wind Through the Keyhole,Stephen King,4.25,8.0,,,"Roland (Fictitious character : King), Fiction, Shapeshifting, Roland (fictitious character : king), fiction, Fiction, fantasy, general, Witnesses, Quests (Expeditions), Gunfights, Demoniac possession, Cowboys",,1925,"por, chi, eng, dut","Pocket Books, Albatros, Altin Kitaplar, PLAZA & JANES, Simon & Schuster Audio",9789573331131,29,https://openlibrary.org/works/OL16451416W,https://covers.openlibrary.org/b/id/14653576-M.jpg,Open Library API
1925,,,Tod in Venedig,Thomas Mann,3.4666667,15.0,,,"Fiction, Middle age, Homosexuality, Translations into English, Criticism and interpretation, Tod in Venedig (Mann, Thomas), Gustav von Aschenbach (Fictitious character), Middle-aged men, Male homosexuality, Continental european fiction (fictional works by one author)",,1925,eng,"Vintage, Tandem Library, Buccaneer Books, A. A. Knopf, Vintage Books",0060763388,38,https://openlibrary.org/works/OL16246083W,https://covers.openlibrary.org/b/id/1167883-M.jpg,Open Library API
1926,,,The Sun Also Rises,"Ernest Hemingway, Kirby Heyborne, Colm Tóibín",3.7941177,34.0,,,"Fiction, Historical, Expatriation, fiction, Americans, History, Brett Ashley (Fictitious character), Fiction, Ashley, Brett (Fictitious character), Spain, fiction, American fiction (fictional works by one author), Ashley, brett (fictitious character), fiction",,1926,"ger, eng, tur, pol, spa, bul, chi, ita, por, rus, fre",", Dover Publications, Incorporated, Charnwood, Penguin Random House, Digireads.com Publishing",0486850617,215,https://openlibrary.org/works/OL62979W,https://covers.openlibrary.org/b/id/78741-M.jpg,Open Library API
1926,,,The blue castle,Lucy Maud Montgomery,3.7619047,21.0,,,"Juvenile fiction, Friendship, Self-actualization (Psychology), Choice, History, Single women, Fiction, Romance fiction, Fiction, historical, general, Fiction, general",,1926,"eng, chi, fre","Ke zhu shu fang, Little, Brown Book Group Limited, Angus & Robertson, Blurb, McClelland & Stewart Limited",9781711755717,294,https://openlibrary.org/works/OL77775W,https://covers.openlibrary.org/b/id/14640067-M.jpg,Open Library API
1926,,,The Murder of Roger Ackroyd,Agatha Christie,4.233766,77.0,,,"detective fiction, mystery, murder, investigation, victim, Private investigators, Detective and mystery stories, Fiction, Mystery & Detective fiction, historical fiction",,1926,"ara, spa, eng, ita, dut, por, hrv, rus, pol, chi, epo, jpn, fre, ger","Yuan liu chu ban shi ye gu fen you xian gong si, Independently Published, Altin Kitaplar, Planeta, HarperCollins Publishers Limited",9789953300191,220,https://openlibrary.org/works/OL471932W,https://covers.openlibrary.org/b/id/13151356-M.jpg,Open Library API
1926,,,Das Schloß,Franz Kafka,4.5,24.0,,,"Fiction, Bureaucracy, Castles, Criticism and interpretation, Classic Literature, German literature, Classics, Classic, Continental european fiction (fictional works by one author), New York Times reviewed",,1926,"dut, jpn, spa, gre, ger, eng, rus, fre, cze, chi","Bilgi Yayinevi, Zeplin Kitap, Losada, Penguin Books in association with Secker & Warburg, Lectorum Pubns Inc (J)",2253150169,166,https://openlibrary.org/works/OL498434W,https://covers.openlibrary.org/b/id/12605605-M.jpg,Open Library API
1926,,,These Old Shades,Georgette Heyer,3.6190476,21.0,,,"Fiction, Romance, Historical, Georgian, Open Library Staff Picks, Social life and customs, Fiction, short stories (single author), Aristocracy (Social class) fiction, History, Literature and fiction (general), Aristocracy (Social class)",,1926,"eng, rus, ger, und","Dtv, Fawcett, Arrow, Unabridged Books, Sourcebooks Casablanca",0373773404,61,https://openlibrary.org/works/OL4092686W,https://covers.openlibrary.org/b/id/6920381-M.jpg,Open Library API
1926,,,Clouds of Witness,Dorothy L. Sayers,3.909091,11.0,,,"Private investigators, Lord Wimsey, Peter (Fictitious character), English Detective and mystery stories, Fiction, Open Library Staff Picks, English fiction, Large type books, Fiction, mystery & detective, general, Wimsey, peter, lord (fictitious character), fiction, Fiction, mystery & detective, traditional",,1926,"eng, rus, ger, swe","Harcourt, Brace and company, The Audio Partners, Harcourt, Brace and Company, Amfora, Brand: G K Hall n Co",9100464864,80,https://openlibrary.org/works/OL2234815W,https://covers.openlibrary.org/b/id/6978771-M.jpg,Open Library API
1926,,,Lud-in-the-mist,Hope Mirrlees,4.0,6.0,,,"Fiction, fantasy, general, Fairies, Fiction, Fiction, general, Fantasy fiction",,1926,"eng, spa","White Ivy Press, CALLIDOR, Cold Spring Press, Ballantine, Dover Publications, Incorporated",1434487520,32,https://openlibrary.org/works/OL6945563W,https://covers.openlibrary.org/b/id/911085-M.jpg,Open Library API
1926,,,"Uno, nessuno e centomila",Luigi Pirandello,4.714286,7.0,,,"Italian fiction, Translations into English, Identity (Psychology), Fiction, Perception, Will, Liberty, Fiction, general",,1926,"ita, eng","Marsilio Publishers, Eridanos Pr, Marsilio, Mockingbird Press, Garzanti",0941419746,19,https://openlibrary.org/works/OL100433W,https://covers.openlibrary.org/b/id/5430366-M.jpg,Open Library API
1926,,,The light princess,George MacDonald,4.0,4.0,,,"Children's fiction, Princesses, fiction, Fairy tales, Children's stories, Fables, Fantasy fiction, Juvenile fiction, Princesses, Ouvrages pour la jeunesse, Contes",,1926,"ger, eng, fre","West Margin Press, Xist Publishing, Brilliance Audio, Farrar, Straus and Giroux, Tandem Library",1072758725,176,https://openlibrary.org/works/OL15428W,https://covers.openlibrary.org/b/id/14364631-M.jpg,Open Library API
1926,,,Lolly Willowes,Sylvia Townsend Warner,3.75,8.0,,,"Fiction, general, Fiction, Single women, Supernatural, Witches, Social conditions, English literature, Fantasy fiction",,1926,eng,"Kessinger Publishing, Charles River Books, Academy Chicago, Viking Adult, Grosset & Dunlap",0486848485,40,https://openlibrary.org/works/OL112769W,https://covers.openlibrary.org/b/id/705788-M.jpg,Open Library API
1927,,,Der Steppenwolf,Hermann Hesse,4.0,58.0,,,"Fiction, Life, Western Civilization, Psychological fiction, Continental european fiction (fictional works by one author), German fiction, Western civilization in fiction, Translations into Russian, Life in fiction, Ficción",,1927,"dut, heb, ita, spa, pol, kor, por, fin, ger, eng, rus, fre, chi","Amereon House, Orbita, Holt & Company, Henry, Tandem Library, Alianza",287809056X,239,https://openlibrary.org/works/OL872773W,https://covers.openlibrary.org/b/id/3221083-M.jpg,Open Library API
1927,,,To the Lighthouse,Virginia Woolf,3.7586207,29.0,,,"Fiction, Married people, Death, Mothers, Summer resorts, Loss (Psychology), English, Lighthouses, Widowers, Marriage",,1927,"gre, ger, heb, eng, tur, nor, spa, und, cze, swe, ita, por, dut, dan, fre","Pomona Press, Flamingo, Alianza Editorial, Warbler Classics, Penguin Books in association with the Hogarth Press",9798756830668,521,https://openlibrary.org/works/OL39396W,https://covers.openlibrary.org/b/id/8231846-M.jpg,Open Library API
1927,,,The Case-Book of Sherlock Holmes,Arthur Conan Doyle,4.548387,31.0,,,"Fiction, English Detective and mystery stories, Private investigators, Children's stories, English, Mystery and detective stories, English Short stories, Watson, john h. (fictitious character), fiction, British and irish fiction (fictional works by one author), Fiction, mystery & detective, short stories, Fiction, mystery & detective, traditional",,1927,"ger, eng, spa, rus, chi, por, jpn, tgk, fre, srp","Claridad, MAXTOR, Alianza Editorial, Dover Publications, Incorporated, Cambridge Scholars Publisher",1798628015,286,https://openlibrary.org/works/OL262426W,https://covers.openlibrary.org/b/id/8350410-M.jpg,Open Library API
